Date,windspeed,MHI Vestas V164/9500 OFF power at a hub height of 105.0 m (kW),335.0 turbines for MHI Vestas V164/9500 OFF power at a hub height of 105.0 m (MW)
2000-02-27 07:00:00,6.407480317595575,2901.8,972.1030000000001
2000-02-27 08:00:00,6.556503339853236,3102.4284,1039.313514
2000-02-27 09:00:00,6.714390624739265,3352.4992,1123.087232
2000-02-27 10:00:00,6.839800628193054,3554.2364,1190.6691939999998
2000-02-27 11:00:00,7.022872521881737,3848.812,1289.35202
2000-02-27 12:00:00,7.10182971505869,3975.664,1331.8474400000002
2000-02-27 13:00:00,7.100637349917151,3973.816,1331.2283599999998
2000-02-27 14:00:00,7.045824246217394,3885.64,1301.6894
2000-02-27 15:00:00,6.953658601837492,3737.4656,1252.050976
2000-02-27 16:00:00,6.6792088880948555,3295.7854,1104.0881090000003
2000-02-27 17:00:00,6.468904088903828,2984.4182,999.7800970000001
2000-02-27 18:00:00,6.4890100818626175,3011.5152,1008.857592
2000-02-27 19:00:00,6.513318198487582,3044.2528,1019.824688
2000-02-27 20:00:00,6.5856721968200445,3145.3418,1053.689503
2000-02-27 21:00:00,6.660976002326666,3266.5692,1094.300682
2000-02-27 22:00:00,6.6073895119712684,3180.2426,1065.381271
2000-02-27 23:00:00,6.449350139142657,2958.0954,990.961959
2000-02-28 00:00:00,6.143048467945943,2546.348,853.02658
2000-02-28 01:00:00,6.051116733051863,2425.496,812.54116
2000-02-28 02:00:00,6.320564739206844,2784.7852,932.9030419999999
2000-02-28 03:00:00,6.735491453780532,3386.4746,1134.468991
2000-02-28 04:00:00,7.079379758930278,3939.628,1319.77538
2000-02-28 05:00:00,7.263551181932508,4235.572,1418.9166200000002
2000-02-28 06:00:00,7.354703953929072,4381.96,1467.9566
2000-02-28 07:00:00,7.266775694699807,4240.72,1420.6412000000003
2000-02-28 08:00:00,7.132263859843304,4024.636,1348.25306
2000-02-28 09:00:00,7.1027690726670185,3977.248,1332.3780800000002
2000-02-28 10:00:00,7.117792141579809,4001.272,1340.4261199999999
2000-02-28 11:00:00,7.28860263553816,4275.832,1432.4037200000002
