Date,windspeed,Avera M5000-116 OFF power at a hub height of 90.0 m (kW),293.0 turbines for Avera M5000-116 OFF power at a hub height of 90.0 m (MW)
2000-01-01 00:00:00,7.2654959253702,1689.722,495.08854599999995
2000-01-01 01:00:00,7.386910779458118,1774.46,519.91678
2000-01-01 02:00:00,7.454799096344093,1821.846,533.800878
2000-01-01 03:00:00,7.471638326048887,1833.562,537.233666
2000-01-01 04:00:00,7.569077377352973,1923.898,563.7021139999999
2000-01-01 05:00:00,7.787140228855862,2131.115,624.416695
2000-01-01 06:00:00,7.9537549640862535,2289.51,670.8264300000001
2000-01-01 07:00:00,8.217398613539544,2540.019,744.225567
2000-01-01 08:00:00,8.568511700401675,2932.428,859.201404
2000-01-01 09:00:00,8.950705922338965,3381.9584,990.9138111999999
2000-01-01 10:00:00,9.33574517613786,3872.9504,1134.7744672000001
2000-01-01 11:00:00,9.559986934002264,4181.5008,1225.1797344
2000-01-01 12:00:00,9.867241190055307,4577.712,1341.269616
2000-01-01 13:00:00,10.08940615137296,4773.8094,1398.7261541999999
2000-01-01 14:00:00,10.138497055352119,4798.5132,1405.9643676
2000-01-01 15:00:00,9.959341966913012,4696.4896,1376.0714527999999
2000-01-01 16:00:00,9.759997868564003,4439.424,1300.751232
2000-01-01 17:00:00,9.610684512032954,4246.8928,1244.3395904
2000-01-01 18:00:00,9.491584937341171,4087.4504,1197.6229672000002
2000-01-01 19:00:00,9.380427357223553,3934.4976,1152.8077968000002
2000-01-01 20:00:00,9.240250793481463,3741.5048,1096.2609064
2000-01-01 21:00:00,8.945859808993752,3376.2,989.2266
2000-01-01 22:00:00,8.601931326405884,2971.824,870.7444320000001
2000-01-01 23:00:00,8.251021280190598,2572.014,753.6001020000001
2000-01-02 00:00:00,7.950412464043138,2286.271,669.8774030000001
2000-01-02 01:00:00,7.6516251995996125,2002.345,586.6870849999999
2000-01-02 02:00:00,7.415091415826082,1794.122,525.6777460000001
2000-01-02 03:00:00,7.432863633072162,1806.534,529.314462
2000-01-02 04:00:00,7.568859077518573,1923.661,563.6326730000001
2000-01-02 05:00:00,7.713091995065542,2060.726,603.792718
2000-01-02 06:00:00,7.833123199560608,2174.802,637.216986
2000-01-02 07:00:00,8.027468553523065,2359.504,691.3346720000001
2000-01-02 08:00:00,7.983436631799013,2317.713,679.0899090000001
2000-01-02 09:00:00,7.888136158422648,2227.1,652.5402999999999
2000-01-02 10:00:00,7.782513206084393,2126.691,623.120463
2000-01-02 11:00:00,7.73307033203753,2079.765,609.3711450000001
2000-01-02 12:00:00,7.7194504222870215,2066.809,605.5750370000001
2000-01-02 13:00:00,7.759573934203397,2104.887,616.731891
2000-01-02 14:00:00,7.574913322703973,1929.428,565.322404
2000-01-02 15:00:00,7.433225201014383,1806.766,529.382438
2000-01-02 16:00:00,7.528123928652582,1884.951,552.290643
2000-01-02 17:00:00,7.785446669112687,2129.535,623.953755
2000-01-02 18:00:00,8.183179156396914,2507.55,734.7121500000001
2000-01-02 19:00:00,8.348866194376452,2673.414,783.310302
2000-01-02 20:00:00,8.391177270722181,2723.296,797.925728
2000-01-02 21:00:00,8.413633714332171,2749.756,805.678508
2000-01-02 22:00:00,8.441994311282448,2783.272,815.498696
2000-01-02 23:00:00,8.558174142078197,2920.178,855.612154
2000-01-03 00:00:00,8.910913283396399,3335.208,977.215944
2000-01-03 01:00:00,9.30440718604666,3829.8216,1122.1377288
2000-01-03 02:00:00,9.6750478349161,4329.8656,1268.6506207999998
2000-01-03 03:00:00,9.844813417750832,4548.768,1332.789024
2000-01-03 04:00:00,10.090562918680904,4774.3946,1398.8976177999998
2000-01-03 05:00:00,10.115604476662984,4786.9764,1402.5840852
2000-01-03 06:00:00,9.904755690869957,4626.1664,1355.4667552
2000-01-03 07:00:00,9.49120278076406,4086.8784,1197.4553712
2000-01-03 08:00:00,9.055644984348074,3505.1296,1027.0029728000002
2000-01-03 09:00:00,8.709651196139125,3098.832,907.957776
2000-01-03 10:00:00,8.859576705399828,3274.8912,959.5431216
2000-01-03 11:00:00,8.864718778616053,3280.9424,961.3161232
2000-01-03 12:00:00,8.737694719497515,3131.8096,917.6202128
2000-01-03 13:00:00,8.473656081163046,2820.512,826.410016
2000-01-03 14:00:00,8.289042900828644,2608.117,764.1782810000001
2000-01-03 15:00:00,8.147014477002974,2473.185,724.643205
2000-01-03 16:00:00,8.021546342543074,2353.895,689.691235
2000-01-03 17:00:00,7.997304704020028,2330.906,682.955458
2000-01-03 18:00:00,7.9252455476896095,2262.413,662.8870089999999
2000-01-03 19:00:00,7.671456889931655,2021.147,592.196071
2000-01-03 20:00:00,7.27213878861879,1694.362,496.44806600000004
2000-01-03 21:00:00,6.979055838048838,1489.6466,436.4664538
2000-01-03 22:00:00,6.710685035942898,1301.777,381.420661
2000-01-03 23:00:00,6.420646042107303,1132.821,331.91655299999996
2000-01-04 00:00:00,6.1796431414665145,1000.1776,293.0520368
2000-01-04 01:00:00,5.935512106674643,866.2504,253.8113672
2000-01-04 02:00:00,5.779385316153563,786.302,230.386486
2000-01-04 03:00:00,5.677001508995563,745.1866,218.33967379999999
2000-01-04 04:00:00,5.6475949396302045,733.363,214.87535900000003
2000-01-04 05:00:00,5.597348565172155,713.156,208.95470799999998
2000-01-04 06:00:00,5.69304420739438,751.6328,220.2284104
2000-01-04 07:00:00,5.991030546401834,896.7112,262.73638159999996
2000-01-04 08:00:00,6.289208315439707,1060.4112,310.7004816
2000-01-04 09:00:00,6.623617187870626,1244.6646,364.68672779999997
2000-01-04 10:00:00,6.877507527505608,1418.5844,415.6452292
2000-01-04 11:00:00,7.100763309430192,1574.766,461.40643800000004
2000-01-04 12:00:00,7.201386080276543,1645.004,481.98617199999995
2000-01-04 13:00:00,7.222983502088741,1660.084,486.40461200000004
2000-01-04 14:00:00,7.232184648662227,1666.522,488.290946
2000-01-04 15:00:00,7.0608701916116345,1546.9736,453.2632648
2000-01-04 16:00:00,6.903731381505409,1436.9174,421.01679820000004
2000-01-04 17:00:00,6.891106689811252,1428.071,418.42480299999994
2000-01-04 18:00:00,6.9648313385877465,1479.6944,433.55045920000003
2000-01-04 19:00:00,7.0179367568137945,1516.8842,444.44707059999996
2000-01-04 20:00:00,6.963592022899903,1478.8214,433.2946702
2000-01-04 21:00:00,6.9839231881372985,1493.0804,437.47255720000004
2000-01-04 22:00:00,6.996579943966912,1501.9268,440.06455239999997
2000-01-04 23:00:00,6.953455766302392,1471.721,431.21425300000004
2000-01-05 00:00:00,6.9157436239262156,1445.3564,423.48942519999997
2000-01-05 01:00:00,6.907404559421396,1439.4782,421.7671126
2000-01-05 02:00:00,6.886732012881362,1425.0446,417.53806779999996
2000-01-05 03:00:00,6.980408233455671,1490.636,436.756348
2000-01-05 04:00:00,7.1244348786311695,1591.296,466.249728
2000-01-05 05:00:00,7.297834294106204,1712.284,501.69921200000005
2000-01-05 06:00:00,7.38320016692934,1771.85,519.15205
2000-01-05 07:00:00,7.618810543935531,1971.14,577.54402
2000-01-05 08:00:00,7.973682065962741,2308.391,676.358563
2000-01-05 09:00:00,8.340438596372262,2663.516,780.410188
2000-01-05 10:00:00,8.743572406881675,3138.7392,919.6505856
2000-01-05 11:00:00,8.972077208787773,3407.0416,998.2631888
2000-01-05 12:00:00,9.035920643158947,3481.9984,1020.2255312
2000-01-05 13:00:00,8.85074414051766,3264.5456,956.5118608
2000-01-05 14:00:00,8.54579990604203,2905.576,851.3337680000001
2000-01-05 15:00:00,8.229111815663407,2551.158,747.489294
2000-01-05 16:00:00,8.075976826157646,2405.64,704.85252
2000-01-05 17:00:00,7.977319392353502,2311.867,677.3770310000001
2000-01-05 18:00:00,7.769842191888207,2114.683,619.6021189999999
2000-01-05 19:00:00,7.443072426933359,1813.668,531.4047239999999
2000-01-05 20:00:00,7.172451607995706,1624.82,476.07226
2000-01-05 21:00:00,6.943965423735232,1465.0862,429.2702566
2000-01-05 22:00:00,6.857030737656183,1404.209,411.433237
2000-01-05 23:00:00,6.930149333364852,1455.425,426.43952499999995
2000-01-06 00:00:00,7.135333085961065,1598.894,468.475942
2000-01-06 01:00:00,7.383426083294048,1772.024,519.2030319999999
2000-01-06 02:00:00,7.599993127918228,1953.286,572.312798
2000-01-06 03:00:00,7.797103141489606,2140.595,627.1943349999999
2000-01-06 04:00:00,8.138384873903135,2464.969,722.235917
2000-01-06 05:00:00,8.437244473247041,2777.588,813.833284
2000-01-06 06:00:00,8.557744012925294,2919.688,855.4685840000001
2000-01-06 07:00:00,8.73167206313999,3124.7824,915.5612432
2000-01-06 08:00:00,8.951903687663496,3383.3248,991.3141664
2000-01-06 09:00:00,8.971079440355238,3405.8704,997.9200271999999
2000-01-06 10:00:00,8.771706779303253,3171.728,929.3163040000001
2000-01-06 11:00:00,8.690322845626946,3075.998,901.267414
2000-01-06 12:00:00,8.766807776903494,3165.9696,927.6290928
2000-01-06 13:00:00,8.899339559249615,3321.6416,973.2409888
2000-01-06 14:00:00,8.81892767308208,3227.1648,945.5592864
2000-01-06 15:00:00,8.733575890997955,3126.9296,916.1903728
2000-01-06 16:00:00,8.536473359863507,2894.6,848.1177999999999
2000-01-06 17:00:00,8.396258616139223,2729.274,799.677282
2000-01-06 18:00:00,8.317981760144516,2637.056,772.657408
2000-01-06 19:00:00,8.346759951339662,2670.964,782.592452
2000-01-06 20:00:00,8.39996812731529,2733.684,800.969412
2000-01-06 21:00:00,8.500377070283838,2852.068,835.6559240000001
2000-01-06 22:00:00,8.50670678633172,2859.516,837.838188
2000-01-06 23:00:00,8.453528537120553,2796.796,819.461228
2000-01-07 00:00:00,8.25091633079276,2571.935,753.576955
2000-01-07 01:00:00,8.378051077301723,2707.812,793.388916
2000-01-07 02:00:00,8.646316558720333,3024.156,886.077708
2000-01-07 03:00:00,8.611073572323582,2982.604,873.902972
2000-01-07 04:00:00,8.782252619953143,3184.1232,932.9480976
2000-01-07 05:00:00,8.989096790624247,3427.0496,1004.1255328
2000-01-07 06:00:00,8.982017225559437,3418.656,1001.666208
2000-01-07 07:00:00,9.026182510816023,3470.5792,1016.8797056
2000-01-07 08:00:00,9.090188611637759,3545.7312,1038.8992416
2000-01-07 09:00:00,9.22955136961399,3726.7472,1091.9369296
2000-01-07 10:00:00,9.365988694326633,3914.592,1146.975456
2000-01-07 11:00:00,9.49956795977949,4098.4328,1200.8408103999998
2000-01-07 12:00:00,9.4691900824091,4056.5624,1188.5727832
2000-01-07 13:00:00,9.235340028525265,3734.7552,1094.2832736
2000-01-07 14:00:00,8.924594152965652,3351.312,981.9344159999999
2000-01-07 15:00:00,8.525309748241437,2881.468,844.2701239999999
2000-01-07 16:00:00,8.192953176492116,2516.793,737.4203490000001
2000-01-07 17:00:00,7.7367676629256525,2083.241,610.389613
2000-01-07 18:00:00,7.475626789270803,1836.346,538.049378
2000-01-07 19:00:00,7.259663403896616,1685.662,493.89896600000003
2000-01-07 20:00:00,7.0293690606922965,1524.9158,446.8003294
2000-01-07 21:00:00,6.945003052097799,1465.8428,429.4919404
2000-01-07 22:00:00,7.0256332404826125,1522.2968,446.03296240000003
2000-01-07 23:00:00,7.130688212095665,1595.704,467.541272
2000-01-08 00:00:00,7.458192979166154,1824.224,534.497632
2000-01-08 01:00:00,7.762432394932567,2107.652,617.5420359999999
